term_id,item_id,label,neg_ratio,sample_seed
TERM_0e2eb3c8,ITEM_f085f4a468af,0,3,42
TERM_ace44d09,ITEM_f467022b95c4,1,3,42
TERM_18bf9729,ITEM_bb9f1833f803,0,3,42
TERM_cc63a86f,ITEM_9402901c0583,1,3,42
TERM_0443d394,ITEM_1e13fa65ad04,0,3,42
TERM_ad4226b9,ITEM_f26c5483c63a,0,3,42
TERM_e664dede,ITEM_0b982f60319b,0,3,42
TERM_9b4b67be,ITEM_f5a20f36ebed,1,3,42
TERM_d6261c6a,ITEM_57235825c418,0,3,42
TERM_807ecfd9,ITEM_158b69cb8f03,0,3,42
TERM_70eb1e41,ITEM_295c4fd7f178,1,3,42
TERM_29ab306c,ITEM_645f5badcca5,0,3,42
TERM_c1d605e1,ITEM_baaa5111978b,0,3,42
TERM_208b7d85,ITEM_128308838013,0,3,42
TERM_5eff6e63,ITEM_31a93191f29c,0,3,42
TERM_9e5c7233,ITEM_7e5951a74786,0,3,42
TERM_300a7a67,ITEM_d396e367dc1e,0,3,42
TERM_8698bc15,ITEM_62520e593c53,0,3,42
TERM_f543c2d3,ITEM_445f37a0a53c,0,3,42
TERM_7e5dd067,ITEM_fb4304faf8f2,1,3,42
TERM_d177e098,ITEM_c9b4ae4abed2,0,3,42
TERM_c8d2bb1a,ITEM_233bcac320cb,0,3,42
TERM_771e844a,ITEM_f6155d5709a9,0,3,42
TERM_2950415d,ITEM_86442de47883,0,3,42
TERM_d6017d15,ITEM_1d690afca2c2,0,3,42
TERM_02e73454,ITEM_dc1d1ac9f3d5,0,3,42
TERM_fe6b40c2,ITEM_590715bc40d0,0,3,42
TERM_1c4cd583,ITEM_9beb5f6dabdb,0,3,42
TERM_39bb28a3,ITEM_21e7622f97c2,0,3,42
TERM_c89735fb,ITEM_3403126517e1,1,3,42
TERM_a4c412a6,ITEM_dd609f22dfec,1,3,42
TERM_a3398ae9,ITEM_01a9f5d13400,0,3,42
TERM_179587de,ITEM_0d9a68a9f9f9,0,3,42
TERM_01659650,ITEM_865685a0b4d9,0,3,42
TERM_ef038fe4,ITEM_90896246be18,0,3,42
TERM_598fac54,ITEM_61ca27b275d4,0,3,42
TERM_25777386,ITEM_163ea5e0ff93,0,3,42
TERM_5c334708,ITEM_b04d58f3db1b,1,3,42
TERM_7b5e738d,ITEM_a0324160e528,0,3,42
TERM_43a31179,ITEM_bcd1f5daf79c,0,3,42
TERM_947f7b4d,ITEM_c1e3792ffa46,0,3,42
TERM_7fed91b1,ITEM_bc6ce96cb816,0,3,42
TERM_9ab73cd8,ITEM_c0b95cbc1512,0,3,42
TERM_eb332a63,ITEM_db12cfa4c147,1,3,42
TERM_56ae36af,ITEM_c7238c9b1921,0,3,42
TERM_96e0d93a,ITEM_20496700599e,0,3,42
TERM_a6354dad,ITEM_371c16c73aa3,0,3,42
TERM_b6edfd97,ITEM_8307785b2652,1,3,42
TERM_24da8801,ITEM_954c6bf7f00e,0,3,42
TERM_07a2d349,ITEM_7b5438664533,1,3,42
TERM_54efdd0e,ITEM_c827138ddbd8,0,3,42
TERM_5583fc8e,ITEM_c7f219340ed2,0,3,42
TERM_0b603d43,ITEM_24a23f4a8f37,0,3,42
TERM_4f5f91b8,ITEM_8316f56a88a2,0,3,42
TERM_021f0515,ITEM_85b8b4483a1b,1,3,42
TERM_447d429f,ITEM_c3d759be7bd6,0,3,42
TERM_afe05c9a,ITEM_e524d9393401,0,3,42
TERM_135a02b5,ITEM_ddefcb674905,0,3,42
TERM_a3ed88e6,ITEM_7cb523bcf6d1,0,3,42
TERM_6f046a89,ITEM_91a92c4b0746,0,3,42
TERM_cb2ee41f,ITEM_2c0fb1b8f623,0,3,42
TERM_3a700023,ITEM_060fee84ac9b,0,3,42
TERM_199b213c,ITEM_20f6cba0ce27,0,3,42
TERM_70530ed7,ITEM_9446f6198d34,0,3,42
TERM_52ceab02,ITEM_caceef3d42c2,0,3,42
TERM_5df7e0e7,ITEM_9287d460498e,0,3,42
TERM_94db3215,ITEM_7151c559c6ee,1,3,42
TERM_d175aac2,ITEM_7bc5b42f239c,1,3,42
TERM_ca6998f1,ITEM_d5a5d81ee4a9,0,3,42
TERM_f31f73b4,ITEM_75e319cd652e,0,3,42
TERM_ed00a6c9,ITEM_e5498245c857,0,3,42
TERM_ca65aef5,ITEM_1b08b97bb135,1,3,42
TERM_97665cc9,ITEM_f7d371afac16,0,3,42
TERM_29f8a42f,ITEM_5daeee05bea2,0,3,42
TERM_2323008e,ITEM_9e07aadaf816,0,3,42
TERM_c347f2c3,ITEM_a3fca4e63a1c,0,3,42
TERM_8ae7ba20,ITEM_6bdc5143f95d,0,3,42
TERM_8eafc854,ITEM_d3bd28e3a21f,1,3,42
TERM_4ca7dd9f,ITEM_79a763a24ace,1,3,42
TERM_0c670e64,ITEM_a9749910cf42,0,3,42
TERM_3226a74a,ITEM_ef14757ef2ba,0,3,42
TERM_ea7f5be7,ITEM_232ab508348b,0,3,42
TERM_59e50655,ITEM_9725c6831480,0,3,42
TERM_d3263cd2,ITEM_bbcb7cf65a89,0,3,42
TERM_c91ebb62,ITEM_59ab18f199c9,0,3,42
TERM_f2a6f63c,ITEM_7dc6f1b8b4ff,0,3,42
TERM_768a949e,ITEM_94019b8053e4,0,3,42
TERM_7ccd4302,ITEM_3eb1d4d3365d,1,3,42
TERM_bae39cd0,ITEM_ec97c0b31da4,0,3,42
TERM_0e2eb3c8,ITEM_628d83eb1774,0,3,42
TERM_e8b0d31e,ITEM_016886229d16,0,3,42
TERM_ec30e30b,ITEM_6e508aa8d4ba,0,3,42
TERM_afa7410d,ITEM_a83253726cab,0,3,42
TERM_f170ebde,ITEM_cd03be927bf9,1,3,42
TERM_515ae70b,ITEM_68cf3ab29dd7,0,3,42
TERM_af842c78,ITEM_0ae7c3b46679,0,3,42
TERM_1930a9d8,ITEM_cade78f7aaa7,0,3,42
