term_id,item_id,label,neg_ratio,sample_seed
TERM_66e69f42,ITEM_e7d0650e7364,1,5,42
TERM_947f7b4d,ITEM_dfb63d522f2e,0,5,42
TERM_6770941a,ITEM_9c668c986565,0,5,42
TERM_a43cb717,ITEM_2fbd582a19e1,0,5,42
TERM_7b5e738d,ITEM_5131ecdfa795,1,5,42
TERM_a048ad74,ITEM_e15f98a94825,0,5,42
TERM_4ebb388a,ITEM_c08442964ae8,0,5,42
TERM_b1eb2748,ITEM_b9039b2d4238,0,5,42
TERM_e78b4ac7,ITEM_02d72f2e75f8,0,5,42
TERM_b0b23145,ITEM_39bff1d64d27,0,5,42
TERM_0d352e63,ITEM_d0cb0c2c2180,0,5,42
TERM_ca1ce2cc,ITEM_6ee0762ecf60,0,5,42
TERM_ee5d93e8,ITEM_fb79b8f6e115,1,5,42
TERM_9fd5783c,ITEM_0e819dcc5d7e,0,5,42
TERM_a070b017,ITEM_c827138ddbd8,0,5,42
TERM_1b1d5488,ITEM_4cbe276f74c8,0,5,42
TERM_836b9812,ITEM_9e6e253387f7,0,5,42
TERM_8cc45cd0,ITEM_76c642ec4b66,0,5,42
TERM_70530ed7,ITEM_ef1ddabd8855,0,5,42
TERM_b123f5f8,ITEM_c9e237a0522b,0,5,42
TERM_855bb63c,ITEM_93e2ceb8aba0,0,5,42
TERM_f78a81e2,ITEM_50010a2e874c,1,5,42
TERM_ff9547f7,ITEM_e5150565bb36,0,5,42
TERM_7b4200c8,ITEM_5764b7f91333,0,5,42
TERM_e2ba16e6,ITEM_70f0b5725a1c,0,5,42
TERM_acadff07,ITEM_809933717b26,0,5,42
TERM_8504943e,ITEM_b65982cbb791,0,5,42
TERM_c84da4af,ITEM_6b816eeb7485,1,5,42
TERM_c4267ea5,ITEM_736e49175ba1,0,5,42
TERM_3e7a0d51,ITEM_c57676084b71,0,5,42
TERM_f8b0c6e7,ITEM_1b7bd616fb47,0,5,42
TERM_0e58c31d,ITEM_98788da6f3ac,0,5,42
TERM_cc4c4ddb,ITEM_74ced4e9a1db,0,5,42
TERM_e9d2189f,ITEM_88fa47885fc2,0,5,42
TERM_d7f71845,ITEM_fe9ceb8aea43,0,5,42
TERM_870fe848,ITEM_7dfbcf4e05cf,0,5,42
TERM_bf990d20,ITEM_ff2ee6b0daf0,0,5,42
TERM_e632a9ca,ITEM_2f13674b5d7a,0,5,42
TERM_e3867f47,ITEM_8a59767012bb,0,5,42
TERM_ec1f3f83,ITEM_0237439d5acc,0,5,42
TERM_06091e82,ITEM_70b144437b43,1,5,42
TERM_52ceab02,ITEM_0503aae026fa,0,5,42
TERM_ddab66c0,ITEM_361da5e2b272,0,5,42
TERM_8d9d6bbe,ITEM_c8f1966bad2c,0,5,42
TERM_8ff295f3,ITEM_ccfff804c5ce,0,5,42
TERM_c85db5ea,ITEM_921262ed47db,0,5,42
TERM_01aa94e9,ITEM_8a1b87b22c75,0,5,42
TERM_9c5bda50,ITEM_fd7de80d2107,1,5,42
TERM_aad7fe94,ITEM_a6277d69e7c1,1,5,42
TERM_686385dd,ITEM_9ff01f17ecfe,0,5,42
TERM_474413e1,ITEM_80a113215e21,0,5,42
TERM_a640885d,ITEM_54ae1603170a,0,5,42
TERM_a9842f8f,ITEM_4a03d152bbb1,0,5,42
TERM_be9c6f5f,ITEM_c4266c233def,0,5,42
TERM_870fe848,ITEM_478095d980b6,1,5,42
TERM_8993bf5b,ITEM_962a333099ff,0,5,42
TERM_be36239f,ITEM_60c63b173d0a,0,5,42
TERM_6833c1f0,ITEM_9cced1ae7254,1,5,42
TERM_8d2775ee,ITEM_51b273d85dd5,0,5,42
TERM_c140c380,ITEM_38fb96755d35,0,5,42
TERM_78eb5812,ITEM_4fc0b1fd3eaa,0,5,42
TERM_c74acabe,ITEM_3fde5bcfaec5,0,5,42
TERM_d177e098,ITEM_c44b3a33c409,1,5,42
TERM_f8ff41a7,ITEM_843190da34e9,0,5,42
TERM_ad1f43ab,ITEM_b0e37f59f281,0,5,42
TERM_5fdf0243,ITEM_1148b7de3326,0,5,42
TERM_d1a53360,ITEM_60566aea8565,0,5,42
TERM_83a8f58c,ITEM_72b2bc3544c6,0,5,42
TERM_01659650,ITEM_490a9387f3e6,0,5,42
TERM_14493a01,ITEM_f02a451714b6,0,5,42
TERM_ad143dce,ITEM_002afc827c3a,0,5,42
TERM_999d1f8f,ITEM_3e1c8afbe535,0,5,42
TERM_d4377d31,ITEM_2ab619b9a3c9,0,5,42
TERM_5f1dcf71,ITEM_bc5b8cb9f461,0,5,42
TERM_3c235480,ITEM_e168949402e2,0,5,42
TERM_a5826ec1,ITEM_7e165293594d,1,5,42
TERM_a048ad74,ITEM_0f1e4d023dd9,0,5,42
TERM_723f0e07,ITEM_31068a8a8401,0,5,42
TERM_c1193464,ITEM_85a1d7536d62,0,5,42
TERM_179587de,ITEM_5be7ee829dd8,0,5,42
TERM_dddaa8e0,ITEM_24337d199531,0,5,42
TERM_31641fbb,ITEM_473540ef0b2a,0,5,42
TERM_9aa9195a,ITEM_c99bef1df524,0,5,42
TERM_27592886,ITEM_9e1e6b0421b0,0,5,42
TERM_7705370f,ITEM_e3f056417f40,0,5,42
TERM_589bece6,ITEM_c8b48fe52737,0,5,42
TERM_a640885d,ITEM_cf2ab954368d,0,5,42
TERM_86eae07c,ITEM_2fa06ca92e31,0,5,42
TERM_9b3fdb3b,ITEM_227f84bac44f,0,5,42
TERM_1d23e135,ITEM_e03e7ff53e9b,1,5,42
TERM_ed00a6c9,ITEM_71966d6fa139,1,5,42
TERM_07410812,ITEM_70965d40e672,0,5,42
TERM_9248e2b6,ITEM_c6d984c8954a,0,5,42
TERM_846c8d5c,ITEM_d00629f76102,0,5,42
TERM_d3485efd,ITEM_10f1cddf170b,0,5,42
TERM_1dcbfaaf,ITEM_d9f0293ebdde,0,5,42
TERM_064e87cd,ITEM_e33f2d1f8dec,1,5,42
TERM_21f86f8e,ITEM_16d805b29a87,0,5,42
TERM_e76e2d99,ITEM_2ef2feb0f925,0,5,42
TERM_0f4bd94f,ITEM_d8281435e909,0,5,42
TERM_c7c28bac,ITEM_c7320965bc3b,0,5,42
TERM_33ac4957,ITEM_2146e65a32cc,0,5,42
TERM_a58c630d,ITEM_6dac87d0fabf,0,5,42
TERM_e66c7609,ITEM_87ac757697bf,0,5,42
TERM_a704d394,ITEM_21f980cb1621,1,5,42
TERM_e9fdde00,ITEM_9c79055bcdf0,0,5,42
TERM_730ea8a4,ITEM_8a24b84927da,1,5,42
TERM_8eb18fb1,ITEM_51bc2399be6a,0,5,42
TERM_8eb18fb1,ITEM_c5a6c361bdd1,1,5,42
TERM_c1c12693,ITEM_b74541fa64fc,0,5,42
TERM_cc4cee10,ITEM_09317dced154,0,5,42
TERM_9a6328c5,ITEM_d5b812edecad,0,5,42
TERM_67c3ca28,ITEM_2c04922890ea,0,5,42
TERM_5eff6e63,ITEM_da408f0c385d,0,5,42
TERM_f25aaea1,ITEM_1d8e7cb387f3,0,5,42
TERM_5daedff1,ITEM_fab46fa18b83,0,5,42
TERM_064e87cd,ITEM_3484c50c371d,0,5,42
TERM_c258f06a,ITEM_af0963f2683b,0,5,42
TERM_411ceaae,ITEM_a78b11184b10,0,5,42
TERM_e0d26318,ITEM_63b26a0aebb6,0,5,42
TERM_12736e60,ITEM_6c038ea84ea9,0,5,42
TERM_f8914fcc,ITEM_dac89ce44d4c,0,5,42
TERM_794620de,ITEM_b8b5005371b9,0,5,42
TERM_2702538a,ITEM_ab529960860d,0,5,42
TERM_a0af3490,ITEM_0c96670b0e83,0,5,42
